perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson,ElasticNet_1024_RMSE,ElasticNet_1024_Pearson,Pearson_Improvement,RMSE_Improvement
GTF2B,0.1629084388376262,0.0212892422173945,0.1609312120915202,0.0467041415265728,0.1706834137091039,0.0313245488332244,0.1612028462447394,0.0397897415142688,0.1612708759602494,0.0046937205310728,-0.035096020983195995,-6.802971550998183e-05
HAND1,0.2024668497661867,0.0051323220853933,0.1958722195320001,0.0423361697149417,0.1712798781059225,0.0873458140992677,0.1900403906515471,0.0793755967667918,0.190322575535974,0.0703114041244679,-0.009064192642323901,-0.0002821848844269115
HELZ2,0.2305161416529653,0.2503055237354741,0.2292982045000036,0.2594585446261808,0.2362677405286299,0.2567101588256489,0.2290942097155392,0.255670702225727,0.2148668198494231,0.420818481394385,0.16514777916865797,0.014227389866116102
HES4,0.2564376945274023,0.0170318343117684,0.2110539336568618,0.0247803112729194,0.165214842840236,0.0412793575391806,0.2106071923072131,-0.039428425864526,0.2106351669482634,0.0047457054485817,0.044174131313107705,-2.7974641050310112e-05
HES5,0.1010773786133118,0.0705175214612562,0.1005682489650278,0.1066177388866609,0.11576191537559,0.0440666187547624,0.1004373814764639,0.1090141204539654,0.1007575818189821,0.087386319551028,-0.021627800902937394,-0.00032020034251820095
HES7,0.3445491297925078,0.1507456738768389,0.3423684898489258,0.1768138328212865,0.3845308756640935,0.1174664771522679,0.340433722537088,0.2002776731227356,0.3366806394832276,0.2527545546966182,0.05247688157388264,0.0037530830538604065
HHEX,0.2060582013905555,0.1119216511138478,0.2054951545681866,0.1140205322689163,0.2296962198468856,0.1098516837088744,0.2043259865821172,0.1612502807055642,0.2014154429612152,0.2370423160716671,0.0757920353661029,0.002910543620902012
HIC1,0.1348082357724856,0.0416001270914789,0.1342035032455261,0.0571267590425943,0.1504466711394546,0.0531298029353052,0.1340388023180743,0.0290739716569142,0.133271164678772,0.1147056857515832,0.08563171409466899,0.0007676376393022932
HIVEP1,0.1468699800778605,0.1885935588693629,0.1463794886663676,0.2040047985094482,0.16886388927248,0.1053295107954276,0.1467235846844464,0.1948662859948298,0.1458931694470326,0.2271302085670719,0.03226392257224209,0.0008304152374138118
HMGA1,0.1914719003533351,0.0529968100053129,0.192467593640064,0.0257986130990616,0.2005792594128692,0.0316581628702453,0.1893548034681968,0.0481258145689376,0.1894982057650286,-0.004605850179193,-0.052731664748130604,-0.00014340229683179606
HMGN2,0.1746931152601958,0.0936026009914138,0.1730160890049512,0.0800770075382771,0.1849988022366379,0.0873791939117654,0.1724082972520178,0.1186092055334662,0.1723219596515646,0.1373115319379712,0.01870232640450499,8.633760045320682e-05
HMX3,0.1814235510001883,0.0676517823147716,0.1804897905262585,0.0648025429066105,0.2137801620510046,0.0628332084578008,0.1808476250649126,0.0580941190713963,0.1807482344333645,0.067061273723513,0.008967154652116706,9.939063154809635e-05
HNF1B,0.3075550396935578,0.0162717609496698,0.3055365031469549,0.0327895001396585,0.3190331158311986,0.0004343137366256,0.3049744152601768,0.0105913863955281,0.3048776068166862,0.0339280506210373,0.0233366642255092,9.680844349063689e-05
HNRNPAB,0.4617918462269756,0.0451478479933509,0.4586490337340886,0.062640694107687,0.4731374568231493,0.074490182433838,0.4583503411057575,0.0747395274358217,0.4592439761207428,0.0468625125557894,-0.027877014880032296,-0.0008936350149852945
HOXA13,0.2866914408894653,0.0339278987472007,0.2848863092600014,0.0446716433081566,0.3104653483758791,0.0457787868024901,0.2855401979400472,0.0556272288426368,0.2853765410274998,0.0611641561738038,0.005536927331167001,0.00016365691254738302
HOXC13,0.26656148379246,0.0200672492872249,0.2656933771616792,0.017474088456542,0.2904968806625829,0.002269491788822,0.265688422229798,0.0145826471597842,0.2654965607862942,0.0361095923183243,0.0215269451585401,0.00019186144350380463
HOXC9,0.1980431175508277,0.0422375825130511,0.1967299177153512,0.0504340491205171,0.2186937622776351,0.0459304028278159,0.1966930920393278,0.0734959251175467,0.19664914006182,0.0759333248459178,0.0024373997283711063,4.395197750781121e-05
IFI16,0.1433440304188541,0.0196353035464892,0.1417113782246667,0.0394457012079986,0.1429573311377163,0.0592068444418778,0.1384346216318424,0.0409118933107518,0.1384958756641888,-0.0300238249234616,-0.0709357182342134,-6.125403234641391e-05
IKZF2,0.1548766076438258,0.0452165796758029,0.1543624238770851,0.0545290828097677,0.1748869721945765,0.0013341591411842,0.1544568484577416,0.057028020750514,0.1547357596052072,-0.0032732631645521,-0.060301283915066096,-0.0002789111474655881
IKZF5,0.2215149118237138,0.0626641567597404,0.2208994637020645,0.0816466691569351,0.2478284782333308,0.0279721415872042,0.2203705384123244,0.086329299251854,0.2202619067426099,0.0959393403316668,0.009610041079812809,0.000108631669714504
INSM2,0.2003371026554814,0.1083971351144494,0.1998779502859642,0.1239978877203336,0.2235967822847385,0.0553137722142012,0.2001811312098217,0.0985867113860128,0.1999319898848996,0.1218685852790406,0.0232818738930278,0.0002491413249220975
IRF1,0.2212621808583853,0.2296061642147707,0.2171927239965195,0.2663599320850999,0.2486937000606786,0.3360974829304506,0.2173661274653784,0.2267653505124282,0.207182644426212,0.3741536638300274,0.14738831331759922,0.010183483039166386
IRF4,0.1895611482298044,0.0911892256609322,0.1885230680080111,0.0358601278387516,0.2012732548913591,0.0865795211031332,0.1876872991267342,0.1230329593603618,0.1877153766622327,0.1232458150403242,0.00021285567996240373,-2.807753549849412e-05
IRX3,0.1559434715892972,0.0428391182828093,0.1557981779254408,0.0299507109658688,0.1751235084234038,0.0350046795576434,0.15577390001658,0.0452910765596486,0.1557583187608802,0.0365612648682733,-0.008729811691375301,1.558125569980917e-05
