perturbation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
PTF1A,0.02409992,0.02843967,0.02436185,0.03459287,0.031901736,0.034272227,0.036620554,0.025346192,0.03196257,0.028249888,0.03609578,0.033287235,0.034248523,0.03199653,0.032378424,0.034212936,0.028191658,0.03713488,0.033095565,0.029400695,0.028905721,0.030473521,0.027752839,0.035029802,0.03379612,0.03416596,0.033423975,0.026887937,0.03698778,0.029834537,0.02614502,0.02670705
RBMS1,0.029192152,0.02555392,0.03309184,0.027793061,0.030046169,0.033964444,0.026742192,0.030997135,0.03323321,0.030565947,0.030620735,0.03081771,0.035334393,0.04102684,0.03397048,0.03765505,0.035293393,0.031392124,0.033402767,0.033706125,0.034832094,0.033272155,0.028332014,0.031773116,0.018292515,0.029606817,0.032360096,0.028698457,0.026204543,0.02704862,0.032940928,0.03223895
RBPJ,0.028888801,0.033933353,0.028821334,0.027316868,0.032961797,0.029806446,0.031241575,0.027468588,0.031128705,0.02829256,0.03337733,0.030408125,0.039081655,0.03273618,0.030794533,0.031969257,0.026955679,0.029635401,0.032463618,0.031377498,0.03328743,0.032500006,0.031053497,0.0320564,0.032793373,0.03395292,0.032669082,0.032827146,0.031005334,0.029077027,0.030241476,0.029877014
RERE,0.02869688,0.02672,0.042888872,0.031183628,0.031925485,0.030023625,0.029703042,0.037001126,0.027795553,0.030054962,0.027337214,0.030512974,0.029869169,0.0546893,0.03033461,0.030816142,0.044547357,0.03456899,0.027632844,0.03127216,0.030671107,0.023462,0.02867326,0.031273484,0.028750159,0.028396254,0.028335245,0.031477567,0.026778245,0.027403455,0.02681695,0.030388344
REXO1,0.022744292,0.015365305,0.026802469,0.029781602,0.030843433,0.028413104,0.035375487,0.030402387,0.03201362,0.03295141,0.03564665,0.025503961,0.025389604,0.025149427,0.029540766,0.038509473,0.03193622,0.027913721,0.032670856,0.033091962,0.039969005,0.03894142,0.029366715,0.03022938,0.03449274,0.032027286,0.030761993,0.036796857,0.03280329,0.03422253,0.034702547,0.035640538
RREB1,0.02732064,0.027857533,0.022687495,0.033492867,0.025286917,0.029497046,0.03516718,0.032939196,0.031008987,0.033952165,0.035754647,0.029049246,0.036345787,0.033887442,0.031321768,0.032400575,0.041119207,0.028130857,0.03212262,0.034838285,0.030454839,0.029021055,0.027560458,0.037038345,0.03036048,0.03142504,0.030371707,0.031756856,0.03396467,0.020394398,0.027517397,0.03595429
RUNX1,0.026629398,0.02979016,0.029230017,0.026831549,0.029709883,0.02798836,0.030881869,0.028191242,0.032892473,0.021941645,0.030143688,0.031381395,0.033230986,0.03869106,0.03226145,0.033895902,0.030787662,0.031532023,0.032246895,0.03422042,0.03233857,0.042138103,0.032268748,0.033203896,0.029812835,0.03151578,0.032624334,0.034252055,0.028569298,0.032865457,0.029608423,0.028324328
RUNX2,0.026114337,0.029370636,0.035399146,0.029584572,0.03388416,0.030779371,0.031769928,0.029283617,0.029519869,0.036369607,0.030534454,0.03178498,0.026243791,0.031501383,0.030680718,0.03208664,0.03318723,0.034258623,0.026286868,0.029051675,0.024561478,0.026477572,0.023227127,0.03333882,0.032934226,0.034259055,0.031825677,0.034821596,0.034225486,0.039560966,0.03451503,0.032561384
SALL1,0.024277894,0.03227995,0.03025533,0.0255177,0.020470979,0.025633723,0.036970794,0.035110082,0.030335201,0.030067632,0.0287587,0.029755315,0.027069176,0.039212476,0.030353008,0.032792825,0.031045742,0.03465821,0.035964973,0.029665256,0.030810373,0.03587744,0.029142942,0.034783993,0.028561892,0.03205573,0.036695596,0.028413825,0.03181968,0.038664922,0.031104099,0.03187456
SALL3,0.016138196,0.046824705,0.029861057,0.024294611,0.021478634,0.032198776,0.031102959,0.041471194,0.040757477,0.026663994,0.032051515,0.027406657,0.02913748,0.024465898,0.025587698,0.025465881,0.04186284,0.026037974,0.02653122,0.056487028,0.03790109,0.03232687,0.02450969,0.02859505,0.025652615,0.03083764,0.027894394,0.03609846,0.023941634,0.028598819,0.043208774,0.034609158
SATB2,0.023152187,0.031547993,0.029683698,0.028525632,0.026285393,0.024179507,0.034058772,0.028063491,0.03390778,0.0324212,0.031903382,0.029117107,0.024083994,0.030987097,0.027895037,0.031080248,0.027381124,0.054486137,0.02954923,0.034717612,0.03239085,0.052077413,0.029532371,0.03941526,0.027261848,0.026466448,0.02930663,0.027986214,0.030976418,0.039055772,0.023295354,0.029208815
SIX4,0.016437454,0.033673994,0.025232317,0.03184653,0.03397022,0.032823943,0.034873985,0.023144217,0.028053159,0.032761294,0.034445673,0.029948073,0.02933851,0.03647257,0.017163813,0.027432062,0.0319617,0.027814703,0.041389104,0.0402854,0.041343194,0.03513055,0.04045757,0.030482488,0.029159743,0.033345386,0.036112443,0.033317074,0.036372542,0.038865082,0.026422517,0.00992275
SMAD1,0.042203423,0.019810734,0.029545391,0.032147206,0.028534057,0.022580896,0.029643383,0.029461326,0.0343702,0.029673709,0.030477546,0.029815957,0.033443853,0.03544326,0.03126148,0.029908894,0.026237726,0.03197322,0.032993414,0.031100925,0.03238644,0.043407965,0.03328689,0.02356169,0.0408224,0.0321106,0.028107718,0.027102396,0.031323355,0.029778022,0.029364327,0.038121596
SMAD5,0.04638376,0.025495108,0.048099108,0.038155295,0.027912704,0.04481062,0.0306088,0.027791811,0.03776729,0.026784949,0.025066445,0.027962828,0.029846909,0.025489224,0.029751962,0.03477876,0.031571764,0.03284457,0.035162985,0.02561765,0.023703692,0.027665166,0.032547373,0.024829766,0.029932164,0.020806478,0.028549697,0.02223456,0.03166326,0.043571822,0.029989943,0.032603532
SMAD6,0.025851613,0.021399101,0.023052141,0.030263565,0.027138915,0.035324745,0.03423895,0.04167108,0.03232871,0.018906085,0.027370736,0.021165298,0.047732163,0.022068854,0.016848043,0.041563824,0.021988302,0.035272807,0.03756411,0.020653859,0.024365747,0.032547735,0.04295961,0.026373273,0.024153972,0.02107814,0.026451176,0.035127617,0.117700644,0.021779925,0.013368055,0.03169112
SMARCA1,0.01688114,0.18182491,0.025837231,0.015414332,0.021844048,0.011991824,0.024919568,0.017745579,0.016195023,0.025415698,0.020663943,0.016304431,0.016395787,0.017397653,0.11376677,0.019245027,0.044093072,0.016021142,0.031267155,0.013684634,0.013315534,0.016351417,0.01333639,0.023171755,0.043226276,0.016881464,0.013130904,0.019144667,0.034381304,0.03694689,0.07962519,0.02357935
SMARCA2,0.08361562,0.0041362713,0.0037100022,0.16135553,0.0039641066,0.0031185395,0.0046991813,0.005117944,0.014821419,0.13649218,0.0033406604,0.005631939,0.023746246,0.0049796053,0.027301947,0.0049174926,0.21652493,0.0049542445,0.0040441616,0.00581936,0.04815599,0.0052094567,0.0052210605,0.048764482,0.004379197,0.004351916,0.004197225,0.13552544,0.0029383746,0.005046164,0.011080891,0.0028383713
SNAI1,0.040755693,0.031868435,0.035913438,0.08905584,0.024614897,0.016024988,0.024796994,0.04463989,0.029120114,0.019796051,0.05035642,0.021792475,0.022591619,0.032576673,0.030380638,0.03318646,0.036677517,0.025525149,0.032541722,0.030385911,0.0428676,0.023493933,0.020225158,0.02099857,0.024415843,0.032380544,0.022866791,0.035347328,0.03314774,0.022011966,0.02521856,0.02442502
SOX8,0.027393874,0.028839607,0.033152662,0.031182645,0.028466806,0.039368648,0.030062886,0.036112275,0.033401053,0.027905447,0.039178964,0.030221693,0.035276245,0.031541146,0.029630942,0.030207958,0.026996376,0.02914998,0.028580097,0.02997806,0.03881075,0.031430125,0.0316009,0.029257286,0.033541974,0.033089068,0.031007644,0.02817691,0.030093158,0.028671425,0.027177688,0.030495675
SOX9,0.06723786,0.21161284,0.027325964,0.012845733,0.022112297,0.0,0.03206885,0.026956517,0.024802843,0.020306936,0.026169987,0.024978733,0.027576646,0.022970038,0.021915974,0.027704183,0.015697284,0.022414792,0.024618484,0.023558374,0.01918116,0.0319298,0.028841516,0.020055074,0.02052753,0.044475324,0.024292896,0.016003495,0.027509365,0.010009708,0.049024194,0.025275636
SOX11,0.028169975,0.016859505,0.05923434,0.021838801,0.022364821,0.020519344,0.02682831,0.024810553,0.029945914,0.025906464,0.026975319,0.029984787,0.027372083,0.030230546,0.037830304,0.07036328,0.029220406,0.041752998,0.029753106,0.025478365,0.029342255,0.036548715,0.029366467,0.025336036,0.045084532,0.022835761,0.031951908,0.02957637,0.027242994,0.036612418,0.02926998,0.031393327
SOX12,0.010264772,0.025062153,0.029432716,0.030694783,0.042620197,0.022500351,0.048114046,0.028341608,0.029087761,0.033652425,0.028789734,0.025902266,0.029675271,0.038119774,0.030014362,0.022481143,0.03106961,0.035467386,0.031512346,0.02690752,0.036334924,0.02930213,0.032570407,0.028211702,0.038686413,0.028940039,0.030018413,0.030340608,0.032684553,0.031258672,0.024565425,0.057376415
SOX13,0.02842308,0.03946074,0.030687613,0.032796834,0.029745396,0.035237778,0.025551647,0.027751999,0.021737482,0.034753032,0.03989673,0.031597942,0.033725407,0.031693473,0.029743496,0.026226489,0.022715274,0.027934873,0.040497683,0.029154299,0.02693378,0.03406738,0.031880792,0.036500856,0.025338769,0.027802667,0.029202057,0.021440692,0.032694288,0.03450181,0.046036854,0.034268837
SOX15,0.029981447,0.026202476,0.027548917,0.032366734,0.030221784,0.033784937,0.0385716,0.029690389,0.030867092,0.033862103,0.03322934,0.026435597,0.0354835,0.024330856,0.029135723,0.030411974,0.030319346,0.03082251,0.045458253,0.027528541,0.03470332,0.047470212,0.030116359,0.029922482,0.031539336,0.029393995,0.032105457,0.027802266,0.028913325,0.02694315,0.02602855,0.0288084
SOX17,0.030934175,0.030211193,0.02681098,0.041511696,0.02751347,0.016798371,0.031775843,0.0384506,0.030045696,0.031804606,0.03862241,0.02816321,0.03192632,0.024668634,0.022315677,0.03568485,0.041590557,0.028874476,0.03612599,0.032178838,0.029835539,0.030248098,0.03532653,0.028119328,0.024776924,0.028827557,0.030931663,0.03660309,0.04248083,0.025580991,0.02913457,0.032127284
SOX18,0.032031808,0.03371091,0.029435681,0.021876484,0.032277655,0.024945863,0.029902564,0.03521359,0.022669625,0.025651138,0.03793785,0.025169164,0.05575687,0.024113083,0.035050504,0.031517964,0.038410183,0.033273198,0.03942439,0.030887362,0.027972637,0.039365474,0.044905238,0.027698588,0.035804465,0.028649362,0.02313792,0.028626885,0.027687598,0.021631928,0.023930786,0.031333216
SP3,0.0307515,0.027399577,0.031107059,0.029375823,0.03676106,0.024975164,0.03590221,0.036618065,0.028196342,0.03473509,0.02950711,0.02816638,0.03631672,0.03857338,0.033404417,0.034249235,0.02464476,0.02987699,0.035219107,0.028800882,0.0553948,0.026523331,0.026370095,0.027161995,0.029682122,0.026413124,0.023949841,0.030791854,0.030254768,0.02874696,0.025891934,0.034238294
SRF,0.02579452,0.029952845,0.022907894,0.026324525,0.03315943,0.036156815,0.030375073,0.029687222,0.03007978,0.034951247,0.029111436,0.03672007,0.026266687,0.030290611,0.03148508,0.029992128,0.033900827,0.035572264,0.032128356,0.035992235,0.034574497,0.030672858,0.033165883,0.03205159,0.033579808,0.029378248,0.0310689,0.026220107,0.031245477,0.0317699,0.032560434,0.03286321
STAT2,0.02624442,0.022934094,0.029556034,0.028672263,0.026166737,0.026030023,0.029732576,0.024414467,0.02641386,0.02278799,0.03154214,0.025485791,0.026916768,0.04988376,0.031629123,0.035418313,0.04799868,0.025798855,0.04324619,0.034701854,0.032815184,0.030935137,0.035022397,0.027518624,0.029745253,0.026204737,0.03441932,0.042793304,0.02733692,0.03036208,0.033394568,0.03387851
SUZ12,0.02470017,0.029418616,0.028878177,0.031491786,0.028486414,0.028580308,0.017733946,0.039607473,0.02931349,0.07225015,0.02688433,0.030823866,0.024237499,0.046572927,0.02716517,0.029425407,0.028450394,0.05235227,0.027181845,0.027395722,0.027183982,0.028092695,0.03002946,0.02665281,0.025749633,0.02108818,0.030440537,0.030035764,0.03237823,0.03450139,0.032593656,0.03030378
TBX3,0.03327878,0.027879946,0.03240441,0.022243608,0.030942446,0.02858678,0.028972497,0.028123856,0.033573207,0.02954329,0.03190391,0.030135032,0.030588442,0.03215238,0.026434291,0.038097754,0.03127272,0.044161584,0.04423223,0.027721735,0.029730955,0.03584555,0.03631781,0.028548134,0.02931736,0.032725096,0.027797462,0.027213668,0.02750018,0.030002872,0.03177634,0.030975688
TBX5,0.084158406,0.020178404,0.023602488,0.16612554,0.031833928,0.042017758,0.017935347,0.027201911,0.022847047,0.03843438,0.027373334,0.024044985,0.01625287,0.018672455,0.012778244,0.014229481,0.02853285,0.02842219,0.015881749,0.015413786,0.011112598,0.08989006,0.012261543,0.023419347,0.015711606,0.05331469,0.024848219,0.017537847,0.011405538,0.027976234,0.0066457954,0.029939342
TBX18,0.028462753,0.021004934,0.02764401,0.028682267,0.03539758,0.030542113,0.039675392,0.032214407,0.032628763,0.03290622,0.033644073,0.030137729,0.030329607,0.035433404,0.029346485,0.034224987,0.029796228,0.029993754,0.0299955,0.030791204,0.037706617,0.024227671,0.032014817,0.03092932,0.029375294,0.033984188,0.03272536,0.035947762,0.02985785,0.02936725,0.026758958,0.03425351
TBX20,0.060791973,0.017217843,0.10585461,0.05058112,0.030766752,0.017700255,0.037803326,0.017897354,0.040175382,0.023453115,0.054186404,0.044738624,0.019946069,0.014531875,0.01976057,0.016468657,0.027161589,0.014751468,0.060051795,0.023923118,0.019259658,0.031716295,0.041310407,0.010075512,0.038612448,0.037819948,0.019889798,0.020534642,0.020347992,0.01854791,0.023966443,0.020157076
