perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson
CEBPB,0.20706420755107535,0.032062651250882326,0.2054580694448805,0.0480492403032188,0.2212766712345981,0.0264751528466158,0.204473198943344,0.0767682671153418
CREBBP,0.10692009372600214,0.027551889877108972,0.1064100488663545,0.0295466750535028,0.1135659290718936,0.0260031364646642,0.106332531363167,0.0361735318001678
DLX2,0.1157140117812159,0.014609409046641608,0.1152923966278686,0.002675031075996,0.1348111586275764,-0.0860766171030296,0.115008823534138,0.0221920633149691
DLX3,0.1667126322137889,0.05459730900444484,0.1661705995097568,0.0190466732461652,0.1755539422307237,-0.0245392968623385,0.165633478207942,0.0505013351928982
DMRT1,0.15731055967123825,0.010490355628828751,0.1563484127311064,0.0175646611272451,0.1617495302084759,0.0501039699903497,0.156603959590852,
DNAJC1,0.13583450640791725,0.02331007148148912,0.1294699720098554,0.0010912091766518,0.120850162877469,-0.0075112458664212,0.123454031676393,-0.0160663343652923
EBF2,0.13565940972225388,0.04835662169106097,0.1354667716546987,0.0111500854141543,0.1577921032269045,0.0369832032038936,0.135313476353145,0.0207625014581956
EBF3,0.19106221447265828,0.06095892515576483,0.1902355988985344,0.0839175440657025,0.199478576922862,0.0364019512470937,0.190302247976139,0.0675188216835676
EGR2,0.14615830730990348,0.0492920146915435,0.145627016498562,0.0519444880443031,0.1529568254579061,0.0175548017187198,0.145712127275058,0.0559667388666916
EGR3,0.15601581170805198,0.07486400478626407,0.1546855041465117,0.1001803429286208,0.1691696850088504,0.0188275244970965,0.154647798668849,0.109725656871389
ELF4,0.11076428111477812,0.04382169470086156,0.1104607297671359,0.0374650134805976,0.1265588887530425,-0.021908826481406,0.110421990015991,0.0583718159979116
ELK3,0.09024773323972025,0.06376292118714198,0.0896355077013176,0.0447660664936881,0.0986415737217419,0.0006562206401916,0.0894447251987216,0.0748480988984911
EOMES,0.36473431734793504,0.021708787213246355,0.3629518182126142,-0.0020189878392772,0.3697852095625986,0.033371711700451,0.359143295139186,
EP300,0.1396837573562408,0.08310440967662781,0.1394844113970113,0.0607182524956389,0.1639498994936785,0.004560966341077,0.13933274129697,0.0860963045464987
EPAS1,0.09757239342049469,0.10211586857525812,0.0947744050807008,0.0880165667527955,0.0968035522088485,0.0487542954455142,0.0956165688267224,0.0930687290788656
ESX1,0.19288956326747464,-0.0010643273579985083,0.1911349914326192,-0.0005129619686627,0.2064107115815711,-0.0452514613617585,0.191388944291036,
ETS1,0.19046164199493426,0.09132663527842583,0.1900345344409118,0.094914576295845,0.2114454960290115,0.0306455436189737,0.189753779182727,0.0932974686050804
FEZF2,0.1722364280110541,0.021354127158462483,0.1714135284784562,0.0381183740542026,0.1998919643305695,-0.0444812660400667,0.171140518642541,0.0287267727711119
FLI1,0.24388568574416444,0.016006662334908956,0.241949144737728,0.0377510963135868,0.2717296444665121,-0.0012484275003625,0.241838486586863,-0.008372927002317
FOSB,0.15371356341145773,0.17926764024667047,0.1521765031697764,0.1981917364973522,0.1651663048959345,0.0687486693688874,0.153216027500496,0.183313049377341
FOSL1,0.12301259490314649,0.05607218061089865,0.1226940015089335,0.0568716793880583,0.1335965250487104,-0.022820104630546,0.122767674971817,0.0575824201884036
FOSL2,0.1840056338230816,0.042143566431687776,0.1835495737293718,0.0449441017735072,0.2089564692298928,0.0218330613380175,0.183537593970221,0.0574961074091158
FOXA3,0.20368432758752153,0.06824768982456407,0.2034519085183437,0.0113010898178525,0.2407416449809262,0.0141433904820547,0.203560415238616,0.0287582897083115
FOXC1,0.21585184036468535,0.014167269487304679,0.2152119252203666,-0.0097684150805498,0.2218436769198435,0.0420978476503388,0.214978335709054,
FOXC2,0.3159222057271319,0.016126712986316093,0.3146867783408171,0.0179012615925578,0.3156382785011011,0.0238659079285483,0.314430250499332,0.0223519611361473
FOXD1,0.13360959555394955,0.03774089644274479,0.1335434812857288,0.0075738721308159,0.1352511561112754,-0.001013348254896,0.132367381151699,0.0347136147733436
FOXD2,0.1220679799066909,0.015924490950973792,0.1210718652044633,0.0362921548278951,0.1408693746444984,-0.0749116619735441,0.12080243227168,0.0805946633938723
FOXD3,0.21734540409243014,0.009306038635213086,0.2160659866627622,0.0499200910845034,0.2356418283039239,0.0407660572109552,0.216238284772519,0.0372510383738707
FOXE1,0.25288483452069793,0.03315216430611588,0.2508789959827004,0.0337262326664347,0.2679109067008739,0.0447869535633961,0.250000660245103,
FOXE3,0.16155418016374762,0.06287614310004938,0.1609602694978009,0.0763123921088518,0.1786094256330425,0.0785103005656767,0.16089305366051,0.0844760723667554
FOXF1,0.18367969869938783,0.12222766654847819,0.1824015447233744,0.1436958302823123,0.2004581874139259,0.0423985920439772,0.182596038004413,0.14414805577358
FOXF2,0.14611752570199543,0.1187793912807347,0.1453438276430989,0.1296881130237731,0.1624889815731884,0.0579789920005251,0.145084899884609,0.148489496533485
FOXI3,0.17203512812829982,0.10159335018284085,0.1714985058476051,0.1159743406125912,0.191448669131767,0.0510237823014213,0.171685696967696,0.106303238514706
FOXJ1,0.2566047768430108,0.04506378286385247,0.2509539801540922,0.04657800343701,0.1914429079170447,0.0523930608456902,0.232582179500742,
FOXL2,0.15651233786001795,0.10172423050071452,0.1557784917765805,0.1059191956034004,0.1783975369838963,0.0237056257435152,0.15526829461111,0.120599987495771
FOXP4,0.15097884210619103,0.029511558096194473,0.1494892698527991,0.0817010937442208,0.1715214062661685,-0.003848568486241,0.149545649766056,0.0760019484887599
GATA2,0.27862104147097294,0.08087897363183899,0.2748528051321335,0.1152248189036899,0.2825983023316049,0.0353064947775024,0.275836335986629,0.086143017681043
