perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson,ElasticNet_1024_RMSE,ElasticNet_1024_Pearson
HNRNPAB,0.4617918462269756,0.045147847993350934,0.4586490337340886,0.062640694107687,0.4731374568231493,0.074490182433838,0.45835034110575756,0.07473952743582177,0.45924397612074286,0.04686251255578948
HOXA13,0.2866914408894653,0.03392789874720074,0.2848863092600014,0.0446716433081566,0.3104653483758791,0.0457787868024901,0.2855401979400472,0.05562722884263688,0.2853765410274998,0.061164156173803816
HOXC13,0.26656148379246003,0.020067249287224902,0.2656933771616792,0.017474088456542,0.2904968806625829,0.002269491788822,0.265688422229798,0.014582647159784282,0.2654965607862942,0.03610959231832438
HOXC9,0.19804311755082776,0.04223758251305114,0.1967299177153512,0.0504340491205171,0.2186937622776351,0.0459304028278159,0.1966930920393278,0.0734959251175467,0.19664914006182,0.0759333248459178
IFI16,0.14334403041885413,0.019635303546489298,0.1417113782246667,0.0394457012079986,0.1429573311377163,0.0592068444418778,0.1384346216318424,0.04091189331075187,0.1384958756641888,-0.0300238249234616
IKZF2,0.15487660764382588,0.04521657967580299,0.1543624238770851,0.0545290828097677,0.1748869721945765,0.0013341591411842,0.1544568484577416,0.057028020750514066,0.1547357596052072,-0.003273263164552101
IKZF5,0.2215149118237138,0.06266415675974046,0.2208994637020645,0.0816466691569351,0.2478284782333308,0.0279721415872042,0.2203705384123244,0.08632929925185409,0.22026190674260998,0.09593934033166686
INSM2,0.20033710265548144,0.10839713511444948,0.1998779502859642,0.1239978877203336,0.2235967822847385,0.0553137722142012,0.20018113120982178,0.09858671138601287,0.1999319898848996,0.12186858527904068
IRF1,0.22126218085838534,0.2296061642147707,0.2171927239965195,0.2663599320850999,0.2486937000606786,0.3360974829304506,0.21736612746537842,0.22676535051242822,0.207182644426212,0.3741536638300274
IRF4,0.18956114822980444,0.09118922566093221,0.1885230680080111,0.0358601278387516,0.2012732548913591,0.0865795211031332,0.1876872991267342,0.12303295936036188,0.18771537666223279,0.1232458150403242
IRX3,0.1559434715892972,0.04283911828280933,0.1557981779254408,0.0299507109658688,0.1751235084234038,0.0350046795576434,0.15577390001658,0.04529107655964866,0.1557583187608802,0.03656126486827334
JDP2,0.1426879144600996,0.07688138607975949,0.14165551444516,0.0332665918602302,0.1591139290229448,0.0277178016429587,0.1408916508732418,0.08043884848207801,0.140323124852318,0.11957120466821143
JUN,0.13847614657579058,0.07658060480770597,0.1380500040322017,0.0693140826667556,0.1639555538367381,0.0820859797619544,0.1379888096834016,0.09737348918645763,0.1377250556796174,0.11418400527870501
JUNB,0.2790934215455984,0.0312186616722696,0.2772640469363189,0.029055599592714,0.2989023781978822,0.0460586016942765,0.2759955755876084,0.05437665708917174,0.2763264949360592,-0.011887682870996499
KLF15,0.1266425407379155,0.0785711140918958,0.1264331666061301,0.0812344209600227,0.1461552662160572,-0.0006748124135028,0.12652228148712102,0.07004204575601766,0.1263106458605042,0.08740724118161122
KLF16,0.11982505786806387,0.058738564944903295,0.119546418377804,0.0712480495797956,0.1393793712723564,0.0613868587137566,0.1196074995301076,0.0746309714429985,0.1197075187874644,0.04894789746181118
KLF2,0.17481747689836252,0.08055548405687829,0.1748010887953415,0.0654668800333367,0.1904172257930237,0.0974995229104525,0.174710971981207,0.06892036263980078,0.1751135483744344,-0.011802170089730338
KLF3,0.12374718544979509,0.09484716756676115,0.1230388741094936,0.1168720257632769,0.1500132668340003,0.0965275875977055,0.1230645647710864,0.1231294715009692,0.12350193419450059,0.10415812203915284
KLF5,0.15461061930686562,0.07275717530206754,0.1542141797281405,0.0658910900790555,0.1683394337423469,0.0377564620285281,0.15392039325835158,0.0855349348482589,0.1529049620326214,0.14023228359302328
KLF8,0.10706475687652757,0.1687164035113404,0.1069428503099814,0.167581056609643,0.1251613882423314,0.1425423563367894,0.10723448947123579,0.1505995022160078,0.10640218183408726,0.20255376600281422
LBX1,0.21545003342759153,0.0451471767213684,0.214736322880565,0.0644940729890761,0.2334061044431642,0.0633081873424247,0.21482068643285057,-0.004899896053542466,0.21481960724756138,-0.013444788971953033
LHX2,0.11250037306415946,0.042151689134845335,0.1120737948582771,0.0520137598790493,0.1318338264675493,0.0070345025723446,0.1119384105809842,0.0889831188002687,0.1120203537791574,0.08179471745976326
LHX4,0.12439575644889114,0.026445922469356897,0.1234581116943218,0.0462998106260904,0.1485078149892322,-0.0235403178024251,0.1232844065066622,0.08444672580142905,0.12313180731378322,0.09979867803218037
LHX6,0.12672100045931256,0.032698459748011256,0.1262535884095999,0.012460085890232,0.1625123925478241,-0.0458281205720475,0.1262095517791274,0.0153913826501534,0.1262108170381526,-0.016985757658956
LHX9,0.1867849668091454,0.013990305744414153,0.1864618613208439,-0.0099719146168026,0.2004318165160516,0.0196884911189483,0.18480244088408698,0.02703747730640148,0.1844953251892496,0.07836934724663784
